idx,+pts_knn_prediction_0,+pts_knn_prediction_0.01,+pts_knn_prediction_0.02,+pts_knn_prediction_0.03,+pts_knn_prediction_0.04,+pts_knn_prediction_0.05,+pts_knn_prediction_0.06,+pts_knn_prediction_0.07,+pts_knn_prediction_0.08,+pts_knn_prediction_0.09,+pts_knn_prediction_0.1,+pts_lightgbc_prediction_0,+pts_lightgbc_prediction_0.01,+pts_lightgbc_prediction_0.02,+pts_lightgbc_prediction_0.03,+pts_lightgbc_prediction_0.04,+pts_lightgbc_prediction_0.05,+pts_lightgbc_prediction_0.06,+pts_lightgbc_prediction_0.07,+pts_lightgbc_prediction_0.08,+pts_lightgbc_prediction_0.09,+pts_lightgbc_prediction_0.1,+pts_linsvc_prediction_0,+pts_linsvc_prediction_0.01,+pts_linsvc_prediction_0.02,+pts_linsvc_prediction_0.03,+pts_linsvc_prediction_0.04,+pts_linsvc_prediction_0.05,+pts_linsvc_prediction_0.06,+pts_linsvc_prediction_0.07,+pts_linsvc_prediction_0.08,+pts_linsvc_prediction_0.09,+pts_linsvc_prediction_0.1,+pts_log_prediction_0,+pts_log_prediction_0.01,+pts_log_prediction_0.02,+pts_log_prediction_0.03,+pts_log_prediction_0.04,+pts_log_prediction_0.05,+pts_log_prediction_0.06,+pts_log_prediction_0.07,+pts_log_prediction_0.08,+pts_log_prediction_0.09,+pts_log_prediction_0.1,accuracy_voter_prediction_0,accuracy_voter_prediction_0.01,accuracy_voter_prediction_0.02,accuracy_voter_prediction_0.03,accuracy_voter_prediction_0.04,accuracy_voter_prediction_0.05,accuracy_voter_prediction_0.06,accuracy_voter_prediction_0.07,accuracy_voter_prediction_0.08,accuracy_voter_prediction_0.09,accuracy_voter_prediction_0.1,combined_voter_prediction_0,combined_voter_prediction_0.01,combined_voter_prediction_0.02,combined_voter_prediction_0.03,combined_voter_prediction_0.04,combined_voter_prediction_0.05,combined_voter_prediction_0.06,combined_voter_prediction_0.07,combined_voter_prediction_0.08,combined_voter_prediction_0.09,combined_voter_prediction_0.1,loss_voter_prediction_0,loss_voter_prediction_0.01,loss_voter_prediction_0.02,loss_voter_prediction_0.03,loss_voter_prediction_0.04,loss_voter_prediction_0.05,loss_voter_prediction_0.06,loss_voter_prediction_0.07,loss_voter_prediction_0.08,loss_voter_prediction_0.09,loss_voter_prediction_0.1,raw_keras_prediction_0,raw_keras_prediction_0.01,raw_keras_prediction_0.02,raw_keras_prediction_0.03,raw_keras_prediction_0.04,raw_keras_prediction_0.05,raw_keras_prediction_0.06,raw_keras_prediction_0.07,raw_keras_prediction_0.08,raw_keras_prediction_0.09,raw_keras_prediction_0.1,raw_lightgbc_prediction_0,raw_lightgbc_prediction_0.01,raw_lightgbc_prediction_0.02,raw_lightgbc_prediction_0.03,raw_lightgbc_prediction_0.04,raw_lightgbc_prediction_0.05,raw_lightgbc_prediction_0.06,raw_lightgbc_prediction_0.07,raw_lightgbc_prediction_0.08,raw_lightgbc_prediction_0.09,raw_lightgbc_prediction_0.1,raw_log_prediction_0,raw_log_prediction_0.01,raw_log_prediction_0.02,raw_log_prediction_0.03,raw_log_prediction_0.04,raw_log_prediction_0.05,raw_log_prediction_0.06,raw_log_prediction_0.07,raw_log_prediction_0.08,raw_log_prediction_0.09,raw_log_prediction_0.1
2018-01-02Arkansas,9801.0,9196.0,6104.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22134.0,12827.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-460.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Ball_State,9901.0,9196.0,6104.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22134.0,12827.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Bowling_Grn,9791.0,9196.0,6104.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22134.0,12827.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Buffalo,9891.0,9296.0,6204.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22234.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Central_Mich,9774.0,9179.0,6204.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22234.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Col_Charlestn,9774.0,9179.0,6204.0,6949.0,3488.0,2474.0,1769.0,1372.0,696.0,904.0,904.0,22234.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-527.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02DePaul,9659.0,9064.0,6089.0,6834.0,3373.0,2359.0,1769.0,1372.0,696.0,904.0,904.0,22334.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02James_Mad,9554.0,8959.0,6089.0,6834.0,3373.0,2359.0,1769.0,1372.0,696.0,904.0,904.0,22334.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Kansas,9449.0,8854.0,6089.0,6834.0,3373.0,2359.0,1769.0,1372.0,696.0,904.0,904.0,22334.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Louisville,9549.0,8854.0,6089.0,6834.0,3373.0,2359.0,1769.0,1372.0,696.0,904.0,904.0,22334.0,12927.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3416.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3838.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3636.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Manhattan,9649.0,8954.0,6189.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22434.0,13027.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Maryland,9749.0,9054.0,6189.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22434.0,13027.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Michigan,9634.0,8939.0,6074.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22534.0,13027.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02N_Illinois,9634.0,8939.0,6074.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22534.0,13027.0,9771.0,5654.0,3707.0,2648.0,1974.0,1791.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02NC-Wilmgton,9529.0,8939.0,6074.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22634.0,13127.0,9871.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Northeastrn,9421.0,8831.0,6074.0,6934.0,3473.0,2459.0,1869.0,1372.0,696.0,904.0,904.0,22526.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-360.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Northwestern,9521.0,8931.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22421.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02San_Diego_St,9521.0,8931.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22421.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Tennessee,9412.0,8822.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22312.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Texas_A&M,9412.0,8822.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22312.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Towson,9412.0,8822.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22312.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02TX_Christian,9412.0,8822.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22312.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Vanderbilt,9412.0,8822.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22412.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-910.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-638.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02W_Michigan,9512.0,8922.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22412.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-810.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-538.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02WI-Grn_Bay,9512.0,8922.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22412.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-810.0,1447.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-538.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Wisconsin,9612.0,8922.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22412.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-710.0,1547.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-538.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-02Xavier,9712.0,9022.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22512.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-710.0,1547.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-538.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-427.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
2018-01-03Boise_State,9812.0,9122.0,6174.0,7034.0,3573.0,2559.0,1869.0,1372.0,696.0,904.0,904.0,22512.0,13019.0,9763.0,5754.0,3807.0,2748.0,2074.0,1891.0,1491.0,1291.0,1191.0,313.0,915.0,1107.0,1200,1100,1000,1000,1000,1000,1000,1000,-710.0,1547.0,1092.0,1197.0,997.0,1100.0,1000,1000,1000,1000,1000,3516.0,1315.0,1211.0,1300,1200,1200,1200,1000,1000,1000,1000,3938.0,1125.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,3736.0,1025.0,1018.0,1200,1100,1100,1100,1000,1000,1000,1000,-465.0,-699.0,490.0,917.0,1209.0,1100,1100,1000,1000,1000,1000,-538.0,492.0,806.0,1109.0,1200,1200,1200,1000,1000,1000,1000,-532.0,626.0,650.0,1030.0,1400,1200,1200,1000,1000,1000,1000
